File,EntryID,Name,English,Chinese
CardTable,83,,"Recharge this card to reduce Combat damage dealt to you by 3.\n\nBanish this card to reduce all damage dealt to you to 0; if proficient with heavy armors, bury it instead.\n\nIf proficient with heavy armors, you may recharge this card when you reset your hand.",回 库 这 张 卡 ， 对 你 造 成 的 战 斗 伤 害 减 少 3点 。 \n\n放 逐 这 张 卡 ， 对 你 造 成 的 所 有 伤 害 降 到 0； 如 果 精 通 重 甲 ， 则 以 埋 葬 替 代 。 \n\n如 果 精 通 重 甲 ， 当 你 重 置 手 牌 时 可 以 回 库 这 张 卡 牌 。 
CardTable,84,,Magic Half-Plate,魔 法 半 身 甲 
CardTable,85,,"Recharge this card to reduce Combat damage dealt to you by 3.\n\nBanish this card to reduce all damage dealt to you to 0; if proficient with heavy armors, bury it instead.\n\nIf proficient with heavy armors, you may recharge this card when you reset your hand.",回 库 这 张 卡 ， 对 你 造 成 的 战 斗 伤 害 减 少 3点 。 \n\n放 逐 这 张 卡 ， 对 你 造 成 的 所 有 伤 害 降 到 0； 如 果 精 通 重 甲 ， 则 以 埋 葬 替 代 。 \n\n如 果 精 通 重 甲 ， 当 你 重 置 手 牌 时 可 以 回 库 这 张 卡 牌 。 
CardTable,86,,Magic Leather Armor,魔 法 皮 甲 
CardTable,87,,"Recharge this card to reduce Combat damage dealt to you by 1.\n\nBanish this card to reduce all damage dealt to you to 0; if proficient with light armors, bury it instead.\n\nIf proficient with light armors, you may recharge this card when you reset your hand.",回 库 这 张 卡 ， 对 你 造 成 的 战 斗 伤 害 减 少 1点 。 \n\n放 逐 这 张 卡 以 减 少 所 有 伤 害 至 0； 如 果 精 通 轻 甲 ， 埋 葬 它 。 \n\n如 果 精 通 轻 甲 ， 当 你 重 置 手 牌 时 可 以 回 库 这 张 卡 牌 。 
CardTable,88,,Magic Leather Armor,魔 法 皮 甲 
CardTable,89,,"Recharge this card to reduce Combat damage dealt to you by 1.\n\nBanish this card to reduce all damage dealt to you to 0; if proficient with light armors, bury it instead.\n\nIf proficient with light armors, you may recharge this card when you reset your hand.",回 库 这 张 卡 ， 对 你 造 成 的 战 斗 伤 害 减 少 1点 。 \n\n放 逐 这 张 卡 以 减 少 所 有 伤 害 至 0； 如 果 精 通 轻 甲 ， 埋 葬 它 。 \n\n如 果 精 通 轻 甲 ， 当 你 重 置 手 牌 时 可 以 回 库 这 张 卡 牌 。 
CardTable,90,,Magic Shield,魔 法 盾 牌 
CardTable,91,,"If you played a weapon that has the 2-Handed trait on this check, you may not play this card.\n\nReveal this card to reduce Combat damage dealt to you by 2. If proficient with light armors, you may play another armor on this check.\n\nIf proficient with light armors, you may recharge this card when you reset your hand.",如 果 在 此 检 定 你 使 用 的 武 器 拥 有 双 手 特 性 ， 就 无 法 使 用 这 张 卡 牌 。 \n\n亮 出 这 张 卡 ， 对 你 造 成 的 战 斗 伤 害 减 少 2点 。 如 果 你 精 通 轻 甲 ， 你 可 以 在 这 次 检 定 中 使 用 另 一 个 护 甲 。 \n\n如 果 精 通 轻 甲 ， 当 你 重 置 手 牌 时 可 以 回 库 这 张 卡 牌 。 
CardTable,92,,Magic Shield,魔 法 盾 牌 
CardTable,93,,"If you played a weapon with the 2-Handed trait on this check, you may not play this card.\n \nReveal this card to reduce Combat damage dealt to you by 2. If proficient with light armors, you may play another armor on this check.\n \nIf proficient with light armors, you may recharge this card when you reset your hand.",如 果 在 此 检 定 你 使 用 的 武 器 拥 有 双 手 特 性 ， 就 无 法 使 用 这 张 卡 牌 。 \n\n亮 出 这 张 卡 ， 对 你 造 成 的 战 斗 伤 害 减 少 2点 。 如 果 你 精 通 轻 甲 ， 你 可 以 在 这 次 检 定 中 使 用 另 一 个 护 甲 。 \n\n如 果 精 通 轻 甲 ， 当 你 重 置 手 牌 时 可 以 回 库 这 张 卡 牌 。 
CardTable,94,,Shield of Fire Resistance,抗 火 盾 牌 
CardTable,95,,"If you played a weapon that has the 2-Handed trait on this check, you may not play this card.\n\nReveal this card to reduce Combat or Fire damage dealt to you by 2. If proficient with light armors, you may play another armor on this check.\n\nIf proficient with light armors, you may recharge this card when you reset your hand.",如 果 在 此 检 定 你 使 用 的 武 器 拥 有 双 手 特 性 ， 就 无 法 使 用 这 张 卡 牌 。 \n\n亮 出 这 张 卡 ， 对 你 造 成 的 战 斗 或 火 焰 伤 害 减 少 2点 。 如 果 你 精 通 轻 甲 ， 你 可 以 在 这 次 检 定 中 使 用 另 一 个 护 甲 。 \n\n如 果 精 通 轻 甲 ， 当 你 重 置 手 牌 时 可 以 回 库 这 张 卡 牌 。
CardTable,96,,Wooden Shield,木 制 盾 牌 
CardTable,97,,"Recharge this card to reduce Combat damage dealt to you by 2. If proficient with light armors, you may play another armor on this check.\n\nIf you played a weapon that has the 2-Handed trait on this check, you may not play this card.",回 库 这 张 卡 ， 对 你 造 成 的 战 斗 伤 害 减 少 2点 。 如 果 你 精 通 轻 甲 ， 你 可 以 在 这 次 检 定 中 使 用 另 一 个 护 甲 。 \n\n如 果 在 此 检 定 你 使 用 的 武 器 拥 有 双 手 特 性 ， 就 无 法 使 用 这 张 卡 牌 。 
CardTable,98,,Wooden Shield,木 制 盾 牌 
CardTable,99,,"Recharge this card to reduce Combat damage dealt to you by 2. If proficient with light armors, you may play another armor on this check.\n \nIf you played a weapon with the 2-Handed trait on this check, you may not play this card.",回 库 这 张 卡 ， 对 你 造 成 的 战 斗 伤 害 减 少 2点 。 如 果 你 精 通 轻 甲 ， 你 可 以 在 这 次 检 定 中 使 用 另 一 个 护 甲 。 \n\n如 果 在 此 检 定 你 使 用 的 武 器 拥 有 双 手 特 性 ， 就 无 法 使 用 这 张 卡 牌 。 
CardTable,100,,Ambush,埋 伏 
CardTable,101,,"The difficulty to defeat is increased by the scenario's adventure deck number.\n\nIf defeated, you may immediately explore again.\n\nIf undefeated, examine the location deck until you find a monster; encounter it, subtracting 1 from each die rolled in your checks against it. Banish this card and shuffle the remaining cards into the location deck.",击 败 的 难 度 增 加 数 等 于 场 景 的 冒 险 牌 库 数 。 \n\n如 果 它 被 击 败 ， 你 可 以 立 即 再 次 探 索 。 \n\n如 果 它 未 被 击 败 ， 检 查 地 点 牌 库 直 到 你 找 到 怪 物 ； 与 它 遭 遇 ， 对 抗 它 的 每 次 检 定 掷 骰 点 数 减 1。 放 逐 这 张 卡 牌 ， 剩 余 的 卡 牌 洗 进 地 点 牌 库 。 
CardTable,102,,Battered Chest,破 旧 的 箱 子 
CardTable,103,,"If defeated, draw 1d4 random new items.\n \nIf undefeated, you may banish this barrier.",如 果 它 被 击 败 ， 摸 1d4个 随 机 新 道 具 。 \n\n如 果 它 未 被 击 败 ， 你 可 以 放 逐 这 个 障 碍 。 
CardTable,104,,Battered Chest,破 旧 的 箱 子 
CardTable,105,,"If defeated, draw 1d4 random new items.\n \nIf undefeated, you may banish this barrier.",如 果 它 被 击 败 ， 摸 1d4个 随 机 新 道 具 。 \n\n如 果 它 未 被 击 败 ， 你 可 以 放 逐 这 个 障 碍 。 
CardTable,106,,Collapsed Ceiling,倒 塌 的 天 花 板 
CardTable,107,,"The difficulty to defeat is increased by the scenario's adventure deck number.\n\nIf you fail the check to defeat by 4 or more, you are dealt 1 Combat damage that may not be reduced.\n\nIf undefeated, leave this barrier faceup on its location deck; while it’s there, characters at this location may not move, and encounter it as the first exploration of each of their turns.",击 败 的 难 度 增 加 数 等 于 场 景 的 冒 险 牌 库 数 。 \n\n击 败 检 定 结 果 失 败 且 差 值 大 于 等 于 4时 ， 你 受 到 1点 无 法 减 免 的 战 斗 伤 害 。 \n\n如 果 它 未 被 击 败 ， 障 碍 面 朝 上 位 于 地 点 牌 库 上 ； 当 它 在 那 时 ， 在 此 地 点 的 角 色 无 法 移 动 ， 并 且 在 每 回 合 的 第 一 次 探 索 时 都 会 遭 遇 它 。
CardTable,108,,Explosive Runes,爆 炸 符 文 
CardTable,109,,"The difficulty to defeat is increased by the scenario's adventure deck number.\n\nIf undefeated, discard the top card of your deck; each character at this location is dealt 2d4 Fire damage, then banish this card.",击 败 的 难 度 增 加 数 等 于 场 景 的 冒 险 牌 库 数 。 \n\n如 果 它 未 被 击 败 ， 弃 置 卡 牌 顶 端 的 卡 牌 ； 在 这 个 地 点 的 每 个 角 色 受 到 2d4火 焰 伤 害 ， 然 后 放 逐 这 张 卡 。
CardTable,110,,Explosive Runes,爆 炸 符 文 
CardTable,111,,"The difficulty to defeat is increased by the scenario's adventure deck number.\n\nIf undefeated, discard the top card of your deck; each character at this location is dealt 2d4 Fire damage, then banish this card.\n\nIf defeated, you may immediately attempt to close the location this henchman came from.",击 败 的 难 度 增 加 数 等 于 场 景 的 冒 险 牌 库 数 。 \n\n如 果 它 未 被 击 败 ， 弃 置 你 牌 库 顶 端 的 卡 牌 ； 在 这 个 地 点 的 每 个 角 色 受 到 2d4火 焰 伤 害 ， 然 后 放 逐 这 张 卡 。 \n\n如 果 它 被 击 败 ， 你 可 以 立 即 尝 试 去 关 闭 该 心 腹 来 自 的 地 点 。
CardTable,112,,Goblin Raid,地 精 袭 击 
CardTable,113,,Each character at an open location summons and encounters a Goblin Raider henchman; banish this card.,在 开 放 地 点 的 每 个 角 色 召 唤 并 遭 遇 一 个 地 精 袭 击 者 心 腹 ； 放 逐 这 张 牌 。\n\n
CardTable,114,,Large Chest,大 箱 子 
CardTable,115,,"The difficulty to defeat is increased by the scenario's adventure deck number.\n\nIf defeated, draw 1d4 new weapons.\n\nIf undefeated, you may banish this barrier.",击 败 的 难 度 增 加 数 等 于 场 景 的 冒 险 牌 库 数 。 \n\n如 果 它 被 击 败 ， 摸 1d4个 新 武 器 。 \n\n如 果 它 未 被 击 败 ， 你 可 以 放 逐 这 个 障 碍 。 
CardTable,116,,Large Chest,大 箱 子 
CardTable,117,,"The difficulty to defeat is increased by the scenario's adventure deck number.\n\nIf defeated, draw 1d4 new weapons.\n\nIf undefeated, you may banish this barrier.",击 败 的 难 度 增 加 数 等 于 场 景 的 冒 险 牌 库 数 。 \n\n如 果 它 被 击 败 ， 摸 1d4个 新 武 器 。 \n\n如 果 它 未 被 击 败 ， 你 可 以 放 逐 这 个 障 碍 。 
CardTable,118,,Locked Passage,锁 定 的 通 道 
CardTable,119,,"If defeated, examine the top card of the location deck, then put it on either the top or bottom of the deck.",如 果 它 被 击 败 ， 检 查 地 点 牌 库 顶 端 的 卡 牌 ， 然 后 把 它 放 回 牌 库 的 顶 部 或 底 部 。\n\n 
CardTable,120,,Monster in the Closet,壁 橱 里 的 怪 物 
CardTable,121,,"If you succeed at the check to defeat the Monster in the Closet, summon and encounter a Goblin Raider henchman. If you do not defeat the Goblin Raider, the Monster in the Closet is undefeated.",如 果 击 败 壁 橱 里 的 怪 物 检 定 成 功 ， 你 召 唤 并 遭 遇 地 精 袭 击 者 心 腹 。\n\n 如 果 你 没 有 击 败 地 精 袭 击 者 ， 壁 橱 里 的 怪 物 就 是 不 败 的 。 
CardTable,122,,Mystic Inscription,神 秘 碑 文 
CardTable,123,,"If defeated, draw 1d4 random new spells.\n\nIf undefeated, you may banish this barrier.",如 果 它 被 击 败 ， 摸 1d4个 随 机 新 法 术 。 \n\n如 果 它 未 被 击 败 ， 你 可 以 放 逐 这 个 障 碍 。 
CardTable,124,,Mystic Inscription,神 秘 碑 文 
CardTable,125,,"If defeated, draw 1d4 random new spells.\n\nIf undefeated, you may banish this barrier.",如 果 它 被 击 败 ， 摸 1d4个 随 机 新 法 术 。 \n\n如 果 它 未 被 击 败 ， 你 可 以 放 逐 这 个 障 碍 。 
CardTable,126,,Pit of Malfeshnekor,马 尔 菲 斯 内 科 的 坑 
CardTable,127,,"Draw 3 new items. You may keep 1; banish any you don’t keep. If you kept 1, each character at your location is dealt 1d4+1 Fire damage. Otherwise, the barrier is defeated.\n\nAfter you act, banish this barrier.",摸 3个 新 道 具 。 你 可 以 留 下 1个 ； 放 逐 你 不 想 留 下 的 。 如 果 你 留 下 1个 ， 在 你 的 地 点 的 每 个 角 色 受 到 1d4+1火 焰 伤 害 。 不 然 障 碍 被 击 败 。 \n\n你 行 动 之 后 ， 放 逐 障 碍 。
CardTable,128,,Pit Trap,陷 坑 
CardTable,129,,"If defeated, you may immediately explore again.\n \nIf undefeated, each character at this location is dealt 1d4 Combat damage.",如 果 它 被 击 败 ， 你 可 以 立 即 再 次 探 索 。 \n\n如 果 它 未 被 打 败 ， 在 此 地 点 的 每 个 角 色 受 到 1d4战 斗 伤 害 。
CardTable,130,,Secret Stash,秘 密 贮 藏 
CardTable,131,,"If defeated, examine the top 3 cards of your location deck. If you find a weapon, an item, or a blessing, shuffle 1 of those into your deck; put the remaining cards on top of the location deck in any order.\n\nIf undefeated, you may banish this barrier.",如 果 它 被 打 败 ， 检 查 地 点 牌 库 顶 端 的 3张 卡 牌 。 如 果 你 找 到 武 器 ， 道 具 或 祝 福 ， 把 其 中 1样 洗 进 你 的 牌 库 ； 剩 余 的 卡 牌 以 任 意 顺 序 放 在 地 点 牌 库 顶 部 。 \n\n如 果 它 未 被 击 败 ， 你 可 以 放 逐 这 个 障 碍 。 
CardTable,132,,Shopkeeper's Daughter,店 主 的 女 儿 
CardTable,133,,"If defeated, you may immediately explore again.\n \nIf undefeated, end your turn.",如 果 它 被 击 败 ， 你 可 以 立 即 再 次 探 索 。 \n\n如 果 它 未 被 击 败 ， 结 束 你 的 回 合 。 
CardTable,134,,Skeleton Horde,骷 髅 群 落 
CardTable,135,,Each character at an open location summons and encounters an Ancient Skeleton henchman; banish this card.,在 开 放 地 点 的 每 个 角 色 召 唤 并 遭 遇 一 个 古 代 骷 髅 心 腹 ； 放 逐 这 张 牌 。\n\n
CardTable,136,,Skeleton Horde,骷 髅 群 落 
CardTable,137,,Each character at an open location summons and encounters an Ancient Skeleton henchman; banish this card.,在 开 放 地 点 的 每 个 角 色 召 唤 并 遭 遇 一 个 古 代 骷 髅 心 腹 ； 放 逐 这 张 牌 。\n\n
CardTable,138,,Slashing Blade,砍 刀 
CardTable,139,,"If undefeated, each character at this location is dealt 1d4 Combat damage.",如 果 它 未 被 击 败 ， 在 此 地 点 的 每 个 角 色 受 到 1d4战 斗 伤 害 。\n\n
CardTable,140,,Trapped Locker,锁 住 的 柜 子 
CardTable,141,,"If defeated, draw a random new armor.\n\nIf undefeated, discard the top 1d4–1 cards from your deck; you may banish this barrier.",如 果 它 被 击 败 ， 摸 1个 随 机 新 盔 甲 。 \n\n如 果 它 未 被 击 败 ， 从 你 的 牌 库 弃 置 顶 部 1d4-1张 牌 ； 你 可 以 放 逐 这 个 障 碍 。 
CardTable,142,,Trapped Passageway,困 住 的 通 道 
CardTable,143,,"If defeated, you may immediately explore again.\n \nIf undefeated, you are dealt 2d4 Combat damage.",如 果 它 被 击 败 ， 你 可 以 立 即 再 次 探 索 。 \n\n如 果 它 未 被 击 败 ， 你 受 到 2d4战 斗 伤 害 。 
CardTable,144,,Treasure Map,藏 宝 图 
CardTable,145,,"If defeated, examine the top card of your location deck. If it is a boon, you may draw it.\n\nIf undefeated, you may banish this barrier.",如 果 它 被 击 败 ， 检 查 地 点 牌 库 顶 端 的 卡 牌 。 如 果 是 恩 赐 ， 你 可 以 摸 取 它 。 \n\n如 果 它 未 被 击 败 ， 你 可 以 放 逐 这 个 障 碍 。 
CardTable,146,,Blessing of Calistria,卡 莉 斯 翠 的 祝 福 
CardTable,147,,"Discard this card to add 1 die to any check.\n \nDiscard this card to add 2 dice to any non-combat Dexterity check.\n \nDiscard this card to explore your location.\n \nAfter you play this card, if the top card of the blessings discard pile has the Calistria trait, recharge this card instead of discarding it.",弃 置 该 卡 牌 给 任 何 检 定 添 加 1枚 骰 子 。 \n\n弃 置 这 张 卡 给 非 战 斗 敏 捷 检 定 增 加 2枚 骰 子 。 \n\n弃 置 这 张 卡 探 索 你 的 地 点 。 \n\n你 使 用 这 张 卡 后 ， 如 果 祝 福 弃 置 牌 堆 顶 部 卡 牌 有 卡 莉 斯 翠 特 性 ， 回 库 这 张 卡 。 
CardTable,148,,Blessing of Calistria,卡 莉 斯 翠 的 祝 福 
CardTable,149,,"Discard this card to add 1 die to any check.\n \nDiscard this card to add 2 dice to any non-combat Dexterity check.\n \nDiscard this card to explore your location.\n \nAfter you play this card, if the top card of the blessings discard pile has the Calistria trait, recharge this card instead of discarding it.",弃 置 该 卡 牌 给 任 何 检 定 添 加 1枚 骰 子 。 \n\n弃 置 这 张 卡 给 非 战 斗 敏 捷 检 定 增 加 2枚 骰 子 。 \n\n弃 置 这 张 卡 探 索 你 的 地 点 。 \n\n你 使 用 这 张 卡 后 ， 如 果 祝 福 弃 置 牌 堆 顶 部 卡 牌 有 卡 莉 斯 翠 特 性 ， 回 库 这 张 卡 。 
CardTable,150,,Blessing of Desna,德 斯 纳 的 祝 福 
